,Filename,Truth,Inference,CER-upd,CER-2-u,,,CER,CER2
410,images/a03-047-s01-05.png.jpg,"in Canadian leadership , or the practical","in Canadian leadership, or the practical",2.43,2.46,,,2.43902439,2.469135802
411,images/g06-011e-s04-00.png.jpg,"What a gay ,","what a gay,",16.66,13.04,,,16.66666667,13.04347826
412,images/b04-134-s04-00.png.jpg,"He is , in fact , a","He is, in fact, a",10.52,10.81,,,10.52631579,10.81081081
413,images/b02-035-s02-02.png.jpg,it by saying that the revision would be,it by saying that the revision would be,0,0,,,0,0
414,images/e06-037-s01-04.png.jpg,few yards of netting .,few yards of netting.,4.54,4.65,,,4.545454545,4.651162791
415,images/n02-028-s02-01.png.jpg,"had had a thoroughly good time , and it would take them","had had a thoroughly good time, and it would take them",1.81,1.83,,,1.818181818,1.834862385
416,images/a06-100-s01-02.png.jpg,Premier said .,premiership.,35.71,25.92,,,35.71428571,25.92592593
417,images/m01-110-s02-02.png.jpg,interests .,intercasts.,27.27,23.8,,,27.27272727,23.80952381
418,images/a01-058-s01-02.png.jpg,not good enough .,not good enough.,5.88,6.06,,,5.882352941,6.060606061
419,images/h02-040-s00-03.png.jpg,that a doctor should be authorised to supply,that a doctor should be authorised to supply,0,0,,,0,0
420,images/g06-047j-s01-02.png.jpg,consulted in May 1834 .,consulted in May 1834.,4.34,4.44,,,4.347826087,4.444444444
421,images/e02-025-s00-03.png.jpg,"tent of the taper , and in","tent of the taper, and in",3.84,3.92,,,3.846153846,3.921568627
422,images/d05-021-s00-01.png.jpg,"been the mood which produced the Black Rubric , for","been the mood which produced the Black Rubric, for",1.96,1.98,,,1.960784314,1.98019802
423,images/g04-104-s00-01.png.jpg,both in the parish and in the wider war activities .,both in the parish and is the wider war activities.,3.84,2.91,,,3.846153846,2.912621359
424,images/g06-031r-s04-01.png.jpg,cannot but fear that the exasperation of the People,cannot but fear that the exasperation of the people,1.96,0.99,,,1.960784314,0.99009901
425,images/a01-030x-s00-01.png.jpg,ration .,ration.,12.5,13.33,,,12.5,13.33333333
426,images/m01-095-s02-00.png.jpg,There was a deep,There was a deep,0,0,,,0,0
427,images/b01-000-s02-00.png.jpg,The issue is touch and go .,The issue is touch and go.,3.7,3.77,,,3.703703704,3.773584906
428,images/b04-081-s06-01.png.jpg,go on strike .,go on strike.,7.14,7.4,,,7.142857143,7.407407407
429,images/r06-035-s00-00.png.jpg,"No , he hadn't read it ; Madame did all the","No, he hadn't read it ; Madame did all the",2.32,2.35,,,2.325581395,2.352941176
430,images/c06-020-s00-01.png.jpg,Royce a type of transport .,Royce a type of transport.,3.7,3.77,,,3.703703704,3.773584906
431,images/r06-066-s01-02.png.jpg,the ghosts of dead monarchs and brilliant,the ghosts of dead monarchs and brilliant,0,0,,,0,0
432,images/h02-004-s01-01.png.jpg,first step to seek information from a number,first step to seek information from a number,0,0,,,0,0
433,images/e04-004-s02-00.png.jpg,The dimensions given enable the,The dimensions given enable the,0,0,,,0,0
434,images/c03-003f-s01-05.png.jpg,which bring the film so vividly to life .,which bring the film so vividly to life,4.87,4.93,,,4.87804878,4.938271605
435,images/d05-013-s04-00.png.jpg,So the phrase,so the phrase,7.69,4,,,7.692307692,4
436,images/h07-078a-s00-05.png.jpg,"and other materials , and the shortage of","and other materials, and the shortage of",2.43,2.46,,,2.43902439,2.469135802
437,images/d01-118-s01-01.png.jpg,whether or not a particular text was written on,whether or not a particular test was written on,2.12,1.07,,,2.127659574,1.075268817
438,images/g06-011n-s02-01.png.jpg,"arrived , which is a great resource .","arrived, which is a great immoral",24.32,17.8,,,24.32432432,17.80821918
439,images/a02-106-s00-03.png.jpg,Uganda Constitutional conference opens next Monday .,Uganda Constitutional conference opens next Monday.,1.92,1.94,,,1.923076923,1.941747573
440,images/c03-016d-s01-02.png.jpg,"her slatternly , promiscuous mother .","her slatternly, promiscuous mother",8.1,8.21,,,8.108108108,8.219178082
441,images/n04-044-s02-01.png.jpg,if John had stepped into Fort Blockhouse clad in,if John had stepped into Fort Blockhouse clad in,0,0,,,0,0
442,images/m03-095-s01-06.png.jpg,sible source of authority .,sible source of authority.,3.7,3.77,,,3.703703704,3.773584906
443,images/k04-156-s00-00.png.jpg,"' In that case , ' he reverted to French , ' I shall be obliged","In that case, he reverted to French, I shall be obliged",12.69,12.8,,,12.6984127,12.8
444,images/c02-030-s03-02.png.jpg,recording his personal apocalypse of the,recording his personal apocalypse of the,0,0,,,0,0
445,images/c04-160-s00-01.png.jpg,the imagination which asked the viewer to,the imagination which asked the viewer to,0,0,,,0,0
446,images/h07-033-s00-03.png.jpg,"convenience of shoppers , and a","convenience of shoppers, and a",3.22,3.27,,,3.225806452,3.278688525
447,images/g06-031i-s03-01.png.jpg,for my country !,for my country!,6.25,6.45,,,6.25,6.451612903
448,images/j07-005-s00-01.png.jpg,foil bonded to the primary plates to,foil booklet bonded to the primary plates to,22.22,22.53,,,22.22222222,22.53521127
449,images/k03-138-s04-01.png.jpg,was repeating an argument which he had already,was repeating an argument which he had already,0,0,,,0,0
450,images/h07-080-s00-00.png.jpg,It is believed that about 60 per cent of the,It is believed that about 6o per cent of the,2.27,1.14,,,2.272727273,1.149425287
451,images/c03-003a-s01-01.png.jpg,"conceived throughout in terms of the cinema ,","conceived throughout in terms of the cinema,",2.22,2.24,,,2.222222222,2.247191011
452,images/e01-059-s00-02.png.jpg,"texture , are sold at a very high price .","texture, are sold at a very high price.",4.87,4.93,,,4.87804878,4.938271605
453,images/g06-037r-s02-01.png.jpg,in the history of Anglesey's unceasing search for an,in the history of Anglesey's unceasing search for an,0,0,,,0,0
454,images/k04-126-s04-01.png.jpg,"and turning to the cowering Lucia , he spoke in her","and turning to the covering Lucia, he spoke in her",3.92,2.97,,,3.921568627,2.97029703
455,images/a05-125-s02-02.png.jpg,on disarmament .,are also on the documents.,112.5,90.32,,,112.5,90.32258065
456,images/c04-066-s00-00.png.jpg,HOW do you get on records ?,HOW do you get on records?,3.7,3.77,,,3.703703704,3.773584906
457,images/h04-082-s00-02.png.jpg,defined number of children .,defined numbers of children.,7.14,7.27,,,7.142857143,7.272727273
458,images/p03-029-s00-00.png.jpg,Now Nigel had every right to go where he,How Nigel had every right to go where he,2.5,1.26,,,2.5,1.265822785
459,images/a06-025-s01-02.png.jpg,years ;,"years,",28.57,23.07,,,28.57142857,23.07692308
460,images/p03-087-s06-00.png.jpg,""" He didn't actually see you .",""" He didn't actually see you.",3.33,3.38,,,3.333333333,3.389830508
461,images/m06-019-s08-01.png.jpg,joined us .,joined us to,18.18,14.28,,,18.18181818,14.28571429
462,images/f03-191-s05-00.png.jpg,A political,a political,9.09,4.76,,,9.090909091,4.761904762
463,images/g06-011k-s01-02.png.jpg,anything .,anything.,10,10.52,,,10,10.52631579
464,images/g06-026h-s03-00.png.jpg,While he was writing this letter he heard of the fall,While he was writing this letter he heard of the fall,0,0,,,0,0
465,images/k07-063a-s01-00.png.jpg,"Head thrown back in a pool of hair ,","Head thrown back in a period of hair,",13.88,11.26,,,13.88888889,11.26760563
466,images/p03-135-s00-00.png.jpg,"Her figure was small and exquisite , like a schoolgirl's still , and","Her figure was small and exquisite, like a schoolgirl's still, and",2.94,2.96,,,2.941176471,2.962962963
467,images/h07-030-s01-01.png.jpg,found it more satisfactory to build,found it more satisfactory to build,0,0,,,0,0
468,images/k04-115-s02-01.png.jpg,aware that the pace was slackening ;,awate that the pace was slackening ;,2.77,1.4,,,2.777777778,1.408450704
469,images/n02-049-s00-00.png.jpg,""" It 's your superior attitude that riles me . ""","n't's your superior attitude that piles me. """,12.5,9.47,,,12.5,9.473684211
470,images/c06-000-s03-04.png.jpg,and a brandy bottle .,and a brandy bottle.,4.76,4.87,,,4.761904762,4.87804878
471,images/c02-007-s03-02.png.jpg,"lost and the forgotten , but they are also the","last and the forgotten, but they are also the",4.34,3.29,,,4.347826087,3.296703297
472,images/c03-081e-s00-02.png.jpg,for herself ; we would be altogether clearer,for herself ; we would be altogether clearer,0,0,,,0,0
473,images/f01-075-s02-02.png.jpg,experiences by analogy with the way atoms of,experiences by analogy with the way atoms of,0,0,,,0,0
474,images/k04-093-s03-00.png.jpg,' Beware my hug ! ',Beware my hug!,26.31,27.02,,,26.31578947,27.02702703
475,images/b04-096-s03-01.png.jpg,to aim at the wrong one !,to aim at the wrong one!,4,4.08,,,4,4.081632653
476,images/a04-103-s01-03.png.jpg,in preventing a nuclear war as a neutral,in preventing a nuclear war as a neutral,0,0,,,0,0
477,images/k02-076-s04-00.png.jpg,I want to,I want to,0,0,,,0,0
478,images/l04-118-s04-01.png.jpg,what we already know of your father's,what we already know of four father's,2.7,1.36,,,2.702702703,1.369863014
479,images/g07-038-s01-00.png.jpg,Quite apart from the,Quite apart from the,0,0,,,0,0
480,images/a06-000-s02-02.png.jpg,to deal in his next regular Budget with,to deal in his next regular Budget with,0,0,,,0,0
481,images/a01-038-s01-00.png.jpg,African delegates to the talks yester-,African delegates to the talks yesterday -,10.52,10.66,,,10.52631579,10.66666667
482,images/c03-003c-s02-02.png.jpg,"Joshua Logan , attempted but failed to","Joshua Logan, attempted but failed to",2.63,2.66,,,2.631578947,2.666666667
483,images/c04-066-s01-00.png.jpg,"Well , you 've got","well, you've got",16.66,14.28,,,16.66666667,14.28571429
484,images/r06-053-s00-00.png.jpg,Some grim comic relief was provided by,Some grim comic relief was provided by,0,0,,,0,0
485,images/h02-037-s00-07.png.jpg,cases .,losses.,57.14,38.46,,,57.14285714,38.46153846
486,images/g06-026i-s03-02.png.jpg,government by the Duke of Wellington .,government by the Duke of Wellington.,2.63,2.66,,,2.631578947,2.666666667
487,images/f07-076a-s03-02.png.jpg,"essentially French , and , irrespective of","essentially French, and, irrespective of",4.76,4.81,,,4.761904762,4.819277108
488,images/g07-000b-s01-00.png.jpg,He had no sooner heard from Count Gamba,He had no sooner heard from Count Gamble,5.12,3.89,,,5.128205128,3.896103896
489,images/g06-011i-s05-02.png.jpg,"the soldier - a favourable change in my eye , particularly","the soldier - a favourable change in my eye, particularly",1.72,1.73,,,1.724137931,1.739130435
490,images/f04-083-s01-02.png.jpg,"identify her as his sister , Mary Money , aged twenty-two .","dentify her as his sister, Mary money, aged twenty-two",10.16,9.4,,,10.16949153,9.401709402
491,images/r02-131-s01-00.png.jpg,There was,theme was,22.22,11.76,,,22.22222222,11.76470588
492,images/c06-103-s00-06.png.jpg,"about with an X ? ) are of the witty ,","about with an X? are of the witty,",10.52,10.66,,,10.52631579,10.66666667
493,images/k02-067-s05-00.png.jpg,Wouldn't mind a stengah myself .,Wouldn't mind a strength myself.,9.37,7.93,,,9.375,7.936507937
494,images/r06-106-s00-00.png.jpg,The day I promised to take Catherine,The day I promised to take Catherine,0,0,,,0,0
495,images/l04-163-s04-00.png.jpg,It may turn up in a dustbin,It may turn up in a dustbin,0,0,,,0,0
496,images/g06-031a-s04-01.png.jpg,"mistaken , 1tho' I cannot but fear that the","mistaken, 1tho' I cannot but fear that the",2.32,2.35,,,2.325581395,2.352941176
497,images/g07-018a-s02-02.png.jpg,handsome person ' - his good manners and his perfect,handcome person - Mr. good manners and his perfect,11.53,7.76,,,11.53846154,7.766990291
498,images/c06-011-s00-01.png.jpg,arrived two hours earlier by appointment,arrived two hours earlier by appointment,0,0,,,0,0
499,images/n04-022-s06-00.png.jpg,Pericles is a Portsmouth boat .,Pericles is a Portsmouth boat.,3.22,3.27,,,3.225806452,3.278688525
500,images/g06-037g-s01-01.png.jpg,but an express took him off yesterday . ',but an express took him off yesterday. ',2.43,2.46,,,2.43902439,2.469135802
501,images/a05-053-s02-01.png.jpg,"accompanied by other measures of a military ,",accompanied by other measures of a military,4.44,4.49,,,4.444444444,4.494382022
502,images/f04-043-s00-00.png.jpg,The porter at the station bore out this,The porter at the station bore out this,0,0,,,0,0
503,images/d04-075-s02-01.png.jpg,"the "" tsitsits "" .","the "" tsitsits,.",16.66,14.28,,,16.66666667,14.28571429
504,images/d07-100-s00-03.png.jpg,"is added , not because this is at all relevant","is added, not because this is at all relevant",2.17,2.19,,,2.173913043,2.197802198
505,images/p01-147-s00-00.png.jpg,Mr. Copthorne knew a way round by the side,Mr. Copthorne knew a way round by the side,0,0,,,0,0
506,images/c04-128-s04-01.png.jpg,SONGS-OF-BRITAIN medley is sung by David,SONGS-OF-BRITAIN medley is sung by David,0,0,,,0,0
507,images/n01-045-s00-00.png.jpg,"Now , as Alastair reduced the thrust , the","Now, as Alastair reduced the thrust, the",4.76,4.81,,,4.761904762,4.819277108
508,images/m04-072-s03-00.png.jpg,Though Mofydd Owen,Though Mofyold Owen,11.11,8.57,,,11.11111111,8.571428571
509,images/a06-075-s03-01.png.jpg,associate of Mr. Fell .,associate of Mr. Fell.,4.34,4.44,,,4.347826087,4.444444444
510,images/c02-022-s01-04.png.jpg,island .,isigned.,50,26.66,,,50,26.66666667
511,images/g04-003-s01-00.png.jpg,"To my amusement ,","to my amusement,",11.76,9.09,,,11.76470588,9.090909091
512,images/c03-081f-s01-00.png.jpg,"However , Miss Pinkie Johnstone","However, Miss Pinkie Johnstone",3.22,3.27,,,3.225806452,3.278688525
513,images/b04-169-s02-00.png.jpg,SOME people are for ever complaining,SOME people are for ever complaining,0,0,,,0,0
514,images/a01-107-s02-01.png.jpg,"never were . ""","never were. "" In",28.57,22.22,,,28.57142857,22.22222222
515,images/e06-033-s01-00.png.jpg,It,pt,50,33.33,,,50,33.33333333
516,images/m03-020-s01-00.png.jpg,I mean you can't,I mean you can't,0,0,,,0,0
517,images/n02-146-s01-01.png.jpg,said shortly .,said shortly.,7.14,7.4,,,7.142857143,7.407407407
518,images/p06-242-s01-03.png.jpg,success exerting authority .,success exerting authority.,3.57,3.63,,,3.571428571,3.636363636
519,images/g06-037i-s03-04.png.jpg,slightest effect .,slightest effect.,5.55,5.71,,,5.555555556,5.714285714
520,images/f03-182-s00-00.png.jpg,But that 's a terrible way to begin !,But that's a terrible way to begin!,5.4,5.47,,,5.405405405,5.479452055
521,images/m02-052-s00-04.png.jpg,lucky to have descended from such economic altitudes .,lucky to have descended from such economic altitudes.,1.85,1.86,,,1.851851852,1.869158879
522,images/a03-050-s02-02.png.jpg,television techniques and is being coached,hebe vision techniques and is being coached,7.14,4.81,,,7.142857143,4.819277108
523,images/g07-028a-s00-01.png.jpg,for her in poetry that he thought would clear,for her in poetry that he thought would clear,0,0,,,0,0
524,images/f04-074-s03-05.png.jpg,thrust in her mouth like a gag .,thurst in her mouth like a gag,12.5,9.52,,,12.5,9.523809524
525,images/b06-110-s02-02.png.jpg,"applications , of whom 100 were considered suitable by","applications, of whom 100 were considered suitable by",1.85,1.86,,,1.851851852,1.869158879
526,images/n04-218-s03-01.png.jpg,"written letters to the bereaved , had visited many in the","written letters to the bereaved, had visited many in the",1.75,1.76,,,1.754385965,1.769911504
527,images/n02-109-s03-01.png.jpg,"dares to stand up to him . ""","diases to stand up to him. """,10.71,9.09,,,10.71428571,9.090909091
528,images/f01-070-s02-00.png.jpg,Where has psychology got to in its,Where has psychology got to in its,0,0,,,0,0
529,images/b01-136-s03-03.png.jpg,"without a story or a picture or probably both ,","without a story or a picture or probably both,",2.12,2.15,,,2.127659574,2.150537634
530,images/l01-179-s00-00.png.jpg,Sam sank back on his pillow .,Lann sank back on his pillow.,13.79,10.52,,,13.79310345,10.52631579
531,images/m02-106-s00-04.png.jpg,"economic and biological ends which , essentially ,","economic and biological ends which, essentially",6,6.06,,,6,6.060606061
532,images/a04-103-s01-00.png.jpg,""" A rapidly",""" A rapidly",0,0,,,0,0
533,images/c03-016e-s02-01.png.jpg,surroundings she learns sex is something,surroundings she learns sex is something,0,0,,,0,0
534,images/a03-080-s00-00.png.jpg,The Foreign Ministry spokesman added,The Foreign Ministry spokesman added,0,0,,,0,0
535,images/p03-040-s03-01.png.jpg,"I 'll give you a ring , O.K. ? ""","I'll give you a ring. 0. K.? """,18.75,14.28,,,18.75,14.28571429
536,images/a05-125-s02-00.png.jpg,"About 2,000","Account 2,000",27.27,23.8,,,27.27272727,23.80952381
537,images/f04-074-s01-02.png.jpg,the Feathers Hotel to await identification .,the Feathers Hotel to await identification.,2.27,2.29,,,2.272727273,2.298850575
538,images/f07-069-s02-03.png.jpg,provides many Magyar dishes with a vivid and brilliant,provides many Mayyar dishes with a vivid and brilliant,1.85,0.93,,,1.851851852,0.934579439
539,images/g04-026-s02-00.png.jpg,He could sustain the tenor part quite well,He could sustain the tenor part quite well,0,0,,,0,0
540,images/f01-058-s00-00.png.jpg,Thus learning how to learn means becoming,Thus learning how to learn means becoming,0,0,,,0,0
541,images/m01-090-s01-01.png.jpg,"went dead again , and Steve had no stomach for","went dead again, and Steve had no stomach for",2.17,2.19,,,2.173913043,2.197802198
542,images/n04-202-s03-00.png.jpg,""" I shall be busy for a while , cleaning up after",""" I shall be busy for a while, cleaning up after",2.04,2.06,,,2.040816327,2.06185567
543,images/a01-132u-s02-00.png.jpg,Answering the attack on,Answearing the attack on,4.34,4.44,,,4.347826087,4.444444444
544,images/f04-064-s00-01.png.jpg,gave others a feeling of danger .,gave others a feeling of danger.,3.03,3.07,,,3.03030303,3.076923077
545,images/k04-028-s03-00.png.jpg,He,he,50,33.33,,,50,33.33333333
546,images/g04-039-s02-00.png.jpg,"This was taken by the Suffragan Bishop of Woolwich ,","This was taken by the Suffragan Bishop of Woolwich,",1.92,1.94,,,1.923076923,1.941747573
547,images/p03-112-s04-01.png.jpg,behave like anything of the kind .,behave like anything of the kind.,2.94,2.98,,,2.941176471,2.985074627
548,images/a01-014x-s04-03.png.jpg,Macmillan at Chequers .,Macmillan at Chequers.,4.34,4.44,,,4.347826087,4.444444444
549,images/a03-027-s00-01.png.jpg,a few miles of Vang Vieng was told by officers that,a few miles of Vang Vieng was told by officers that,0,0,,,0,0
550,images/g06-031p-s00-00.png.jpg,' What a frightful event ! ' he wrote .,' What a frightful event!'he wrote.,10.25,10.38,,,10.25641026,10.38961039
551,images/n06-201-s02-00.png.jpg,""" If they do try",""" If they do try",0,0,,,0,0
552,images/d01-085-s03-00.png.jpg,A common size of column would hold,A common size of column would hold,0,0,,,0,0
553,images/a01-122u-s02-02.png.jpg,food scheme .,food scheme.,7.69,8,,,7.692307692,8
554,images/c03-016d-s00-01.png.jpg,intense realism in the situation .,intense realism in the situation.,2.94,2.98,,,2.941176471,2.985074627
555,images/k02-093-s01-02.png.jpg,friends .,friends.,11.11,11.76,,,11.11111111,11.76470588
556,images/n01-052-s00-00.png.jpg,They were nearing Modena .,They were nearing Modena.,3.84,3.92,,,3.846153846,3.921568627
557,images/d06-086-s02-00.png.jpg,To drift,To civil,62.5,33.33,,,62.5,33.33333333
558,images/g02-059-s01-04.png.jpg,"such as serpents , frogs , and the like .","such as serpents, frogs, and the like.",7.31,7.4,,,7.317073171,7.407407407
559,images/c03-087c-s00-03.png.jpg,"and the world around him in complete , unredee-","and the world around him in complete, unredee-",2.12,2.15,,,2.127659574,2.150537634
560,images/e04-099-s01-02.png.jpg,"purpose , the sides from one , and the bottom from","purpose, the sides from one, and the bottom from",4,4.04,,,4,4.04040404
561,images/m06-031-s08-01.png.jpg,and grow wings .,and grow wings.,6.25,6.45,,,6.25,6.451612903
562,images/g06-011m-s00-00.png.jpg,By the end of the month he still delighted in,By the end of the month he still delighted in,0,0,,,0,0
563,images/d04-016-s03-01.png.jpg,us earthly creatures to build an Altar,as earthly creatures to build an Altar,2.63,1.33,,,2.631578947,1.333333333
564,images/d01-019-s03-00.png.jpg,"An editor , who was not the author , made what he","An editor, who was not the another, moral, which he",24.48,17.52,,,24.48979592,17.5257732
565,images/k04-115-s00-00.png.jpg,This move today was a reminder of that fact .,This move today was a reminder of that fact.,2.22,2.24,,,2.222222222,2.247191011
566,images/k04-064-s01-01.png.jpg,values were those of the materialist who assesses,values were those of the materialist who assesses,0,0,,,0,0
567,images/h07-071a-s02-01.png.jpg,young people in industry and commerce will,young people in industry and commerce will,0,0,,,0,0
568,images/c03-084c-s00-02.png.jpg,writing without over-emphasizing them .,writing without over-emphasizing them.,2.56,2.59,,,2.564102564,2.597402597
569,images/b06-042-s01-04.png.jpg,policy decisions established at the Scar-,policy decisions established at the Scar-,0,0,,,0,0
570,images/m04-024-s03-02.png.jpg,"be boys equally nice , and with far more","be boys equally nice, and with four more",7.5,6.32,,,7.5,6.329113924
571,images/b05-045-s00-04.png.jpg,than it takes to say,than it takes to say,0,0,,,0,0
572,images/d06-096-s02-04.png.jpg,amount of good over and above relieving,amount of good over and above relieering,5.12,3.89,,,5.128205128,3.896103896
573,images/g06-018f-s01-01.png.jpg,"was ' suffering as usual ' , but hoped , he told Arthur , ' to find this","was'suffering as usual ', but hoped, he told Arthur,'to find this",9.72,9.79,,,9.722222222,9.79020979
574,images/n01-031-s00-02.png.jpg,image and the ground itself .,image and the ground itself.,3.44,3.5,,,3.448275862,3.50877193
575,images/b06-082-s03-00.png.jpg,The Pentagon has made it perfectly,The Pentagon has made it perfectly,0,0,,,0,0
576,images/a03-071-s00-00.png.jpg,"But , at the same time , there is reason to","But, at the same time, there is reason to",4.65,4.7,,,4.651162791,4.705882353
577,images/e02-082-s01-01.png.jpg,"example , surely no one can pretend to enjoy","example, surely no one can pretend to enjoy",2.27,2.29,,,2.272727273,2.298850575
578,images/b05-062-s03-00.png.jpg,"Like Dr. Globke , whom I interviewed the other day , Eichmann","like Dr. Globke, whom I interviewed the other day, Eichmann",4.91,4.13,,,4.918032787,4.132231405
579,images/a01-122u-s01-02.png.jpg,"the pharmaceutical industry . ""","the pharmaceutical industry. """,3.22,3.27,,,3.225806452,3.278688525
580,images/g06-018b-s01-00.png.jpg,In late,In late,0,0,,,0,0
581,images/a01-063x-s01-01.png.jpg,"problem with Dr. Brentano , the West","problem with Dr. Brentano, the West",2.77,2.81,,,2.777777778,2.816901408
582,images/c03-087d-s01-02.png.jpg,of we had a little more faith in the,of we had a little more faith in the,0,0,,,0,0
583,images/d04-125-s00-01.png.jpg,without which Society cannot make progress .,without which society cannot make progress.,4.54,3.44,,,4.545454545,3.448275862
584,images/r02-013-s02-03.png.jpg,qualify for relief . ',qualify for relief. ',4.54,4.65,,,4.545454545,4.651162791
585,images/f07-032b-s02-04.png.jpg,far exceeded the number of fruits .,far exceeded the number of fruits.,2.85,2.89,,,2.857142857,2.898550725
586,images/g06-026i-s01-02.png.jpg,that ever was .,that ever was,13.33,13.79,,,13.33333333,13.79310345
587,images/d04-101-s03-02.png.jpg,11 ) .,lighty,100,54.54,,,100,54.54545455
588,images/d04-071-s02-00.png.jpg,That,thort,75,57.14,,,75,57.14285714
589,images/l07-111-s00-00.png.jpg,"I could meet you at the bus station . ""","I could meet you at the bus station! """,5.12,3.89,,,5.128205128,3.896103896
590,images/a04-019-s00-02.png.jpg,which should lead to progress toward a Laos agreement at the,which should lead to progress toward a Laos agreement at the,0,0,,,0,0
591,images/n02-098-s03-00.png.jpg,He was clearly startled by her,He was clearly startled by her,0,0,,,0,0
592,images/g07-003b-s02-01.png.jpg,"Government's other representatives in the islands , while they","Government's other representatives in the islands, while they",1.61,1.62,,,1.612903226,1.62601626
593,images/a05-017-s03-01.png.jpg,"National Service is ever resorted to ,","National Service is ever resorted to,",2.63,2.66,,,2.631578947,2.666666667
594,images/g07-010b-s02-00.png.jpg,"' I have had put under Government seal his belongings ,","I have had put under Government read his belongings,",9.09,7.33,,,9.090909091,7.339449541
595,images/d06-056-s02-04.png.jpg,involving careful and patient treatment .,involving careful and patient treatment.,2.43,2.46,,,2.43902439,2.469135802
596,images/b05-083-s00-02.png.jpg,drastic step .,drastic step.,7.14,7.4,,,7.142857143,7.407407407
597,images/f07-028b-s01-00.png.jpg,A remarkable peculiarity in,A remarkable peculiosity in,7.4,3.77,,,7.407407407,3.773584906
598,images/c02-030-s00-00.png.jpg,"When the final miracle does occur , it is accepted as a","When the final miracle occur, it is accepted as a",10.9,11,,,10.90909091,11.00917431
599,images/n06-092-s02-00.png.jpg,I feel kind,I feel kind,0,0,,,0,0
600,images/g06-037h-s01-02.png.jpg,yesterday . ',yesterday. ',7.69,8,,,7.692307692,8
601,images/e06-041-s03-01.png.jpg,have also shown plaice moving before,have also shown place moving before,2.77,2.81,,,2.777777778,2.816901408
602,images/g07-014-s01-00.png.jpg,"Thus on April 21st , several days before","Thus on April 21st, several days before",2.5,2.53,,,2.5,2.53164557
603,images/c02-049-s00-00.png.jpg,"Strangely enough , the Berlin audience received","Strangely enough, the Berlin audience received",2.12,2.15,,,2.127659574,2.150537634
604,images/j01-066-s01-00.png.jpg,It is not,if joint,66.66,41.17,,,66.66666667,41.17647059
605,images/f03-182-s07-02.png.jpg,intelligence .,intelligence,14.28,14.81,,,14.28571429,14.81481481
606,images/l04-147-s01-00.png.jpg,"' Something will turn up one day , you 'll see ' ,",""" Still turn up one day, you'll see,",30,29.29,,,30,29.29292929
607,images/a02-098-s02-01.png.jpg,"from talks with Sir John Moffat , Northern Rhodesian","from talks with Sir John Moffat, Northern Rhodesian",1.92,1.94,,,1.923076923,1.941747573
608,images/b01-023-s02-01.png.jpg,or go out .,or go out.,9.09,9.52,,,9.090909091,9.523809524
609,images/a01-014-s01-00.png.jpg,Said Mr. Nkumbula last night :,said Mr. Nkumbula last night :,3.33,1.69,,,3.333333333,1.694915254
610,images/h07-013-s02-03.png.jpg,towns generally though not in Basildon and,towns generally through not in Basildon and,2.38,2.4,,,2.380952381,2.409638554
611,images/c06-043-s01-02.png.jpg,"he was "" off the gargle - a retired","he was "" off the gargle - a retired",0,0,,,0,0
612,images/a01-007u-s00-00.png.jpg,"Since 1958 , 13 Labour life Peers and","Since 1958, 13 Labour life peers and",5.4,4.1,,,5.405405405,4.109589041
613,images/d07-085-s02-02.png.jpg,with the comment given by Samuel .,with the comment given by Samuel,5.88,5.97,,,5.882352941,5.970149254
614,images/b04-004-s00-02.png.jpg,"trouble in the Congo , orders every Belgian","trouble in the Congo, orders every Belgian",2.32,2.35,,,2.325581395,2.352941176
615,images/a02-024-s01-03.png.jpg,demonstrated outside the British-owned Kingsway,demonstrated outside the British-owned Kingsway,0,0,,,0,0
616,images/a01-122-s03-01.png.jpg,during the war .,during the war.,6.25,6.45,,,6.25,6.451612903
617,images/a01-117-s03-02.png.jpg,take ruthless action against the drug making,take ruthless action against the drug making,0,0,,,0,0
618,images/c04-008-s03-00.png.jpg,He plays an aspiring actor - a,He plays an aspiring actor - a,0,0,,,0,0
619,images/d06-041-s01-02.png.jpg,body who feels thoroughly tired .,body who puts thoroughly kind.,24.24,16.92,,,24.24242424,16.92307692
620,images/c01-066-s00-00.png.jpg,The evil that Byron did certainly lived after,The evil that Byron did certainly lived after,0,0,,,0,0
621,images/g01-037-s00-01.png.jpg,' knaves ' - were villeins still tied to the,'knoves'- were villains still tied to the,11.36,9.19,,,11.36363636,9.195402299
622,images/j07-009-s00-02.png.jpg,cabin coolers .,cabin coolers.,6.66,6.89,,,6.666666667,6.896551724
623,images/c03-087c-s00-04.png.jpg,mable desolation .,mable desolation.,5.55,5.71,,,5.555555556,5.714285714
624,images/g04-003-s01-03.png.jpg,said he had been stopped by,said the had been stopped by,3.7,3.77,,,3.703703704,3.773584906
625,images/f07-032a-s01-01.png.jpg,was a subject of no little importance to the Romans .,was a subject of no little importance to the Romans.,1.88,1.9,,,1.886792453,1.904761905
626,images/g06-047a-s01-01.png.jpg,"Dr Giuseppe Mauro , whom Anglesey consulted","Dr Giuseppe Mauro, whom Anglesey consulted",2.32,2.35,,,2.325581395,2.352941176
627,images/f04-016-s00-02.png.jpg,"she had tea with her other sister , and then","she had tea with her other sister, and then",2.27,2.29,,,2.272727273,2.298850575
628,images/n06-201-s01-00.png.jpg,""" That",that,50,45.45,,,50,45.45454545
